Entry,mcav_c1,mcav_c3,mcav_c5,mcav_c6,mcav_c7,mcav_c8,mcav_d1,mcav_d2,mcav_d3,mcav_d4,mcav_d5,mcav_d6,mcav_d8
Q8WV99,7,11,46,3,11,59,81,9,56,12,0,25,19
Q8WVE0,23,6,71,5,46,65,139,47,86,35,0,137,42
Q8WVM7,72,22,132,11,45,85,163,102,83,15,0,42,15
Q8WVM8,59,78,284,5,145,326,275,73,256,16,48,187,78
Q8WVN8,771,374,1792,102,991,1685,1583,1136,1755,779,370,1140,808
Q8WVP7,21,4,42,0,15,42,54,12,17,7,0,3,7
Q8WWB3,18,6,50,4,12,33,103,40,42,14,11,35,5
Q8WWC4,52,33,75,19,39,87,177,38,120,35,27,150,37
Q8WWM7,269,149,437,26,180,442,1234,461,650,167,37,538,187
Q8WWN9,25,19,102,23,39,88,59,102,57,14,22,6,7
Q8WWQ0,161,132,778,26,220,528,744,292,470,73,9,595,119
Q8WWQ8,0,0,6,2,2,2,9,0,4,0,0,0,1
Q8WWT9,20,12,31,0,15,21,6,0,10,0,0,7,27
Q8WWZ7,204,204,410,64,184,827,1942,312,641,141,84,980,289
Q8WWZ8,21,3,0,0,1,8,25,95,17,0,0,4,3
Q8WX94,18,29,57,5,40,45,85,69,104,4,0,62,27
Q8WXA9,14,15,36,6,12,33,61,16,56,14,8,51,4
Q8WXB1,10,3,7,0,11,20,51,13,14,2,18,56,6
Q8WXD0,0,0,9,0,3,3,4,0,9,0,0,2,0
Q8WXE9,220,44,203,8,75,169,181,183,116,33,0,45,32
Q8WXF0,267,516,1323,147,766,1391,2659,335,1433,129,392,1689,724
Q8WXG6,187,129,376,25,191,358,653,212,243,36,42,156,115
Q8WXG9,227,160,531,56,313,520,2097,634,741,183,71,1687,264
Q8WXI4,3,7,16,1,3,23,2,0,6,0,0,0,6
Q8WXR4,86,80,659,28,165,282,607,166,346,51,88,367,112
Q8WXW3,47,34,84,21,121,119,97,44,157,2,28,83,64
Q8WXX0,600,320,1126,89,757,1093,3935,1049,1759,399,159,1982,687
Q8WXX5,42,41,72,8,72,116,32,68,134,46,31,25,26
Q8WY64,447,276,578,93,430,815,832,388,525,97,153,402,437
Q8WYA6,14,0,10,0,7,12,16,7,7,0,0,14,1
Q8WYK1,0,0,5,1,2,1,1,0,2,34,0,8,0
Q8WYP5,4,3,19,5,8,27,21,5,19,5,0,15,2
Q8WYQ5,7,0,10,0,0,4,17,5,21,0,0,6,1
Q8WYR4,18,11,49,5,56,95,51,4,26,9,0,46,44
Q8WZ42,965,452,2064,619,866,3040,1971,2514,1289,356,9,882,275
Q8WZA1,46,23,87,6,104,157,75,18,124,15,92,117,73
Q8WZA2,4,1,35,0,3,9,10,0,4,0,0,2,3
Q8YA32,3,53,127,11,171,219,49,3,161,10,0,95,128
Q8YTC2,319,185,650,66,380,861,902,450,727,267,247,505,295
Q8YV57,381,135,270,49,322,462,785,322,370,102,126,351,261
Q8ZAL4,690,91,589,31,199,753,367,529,425,365,84,350,251
Q8ZNY9,3,5,10,4,5,19,35,2,5,2,0,8,2
Q90243,15807,5770,11468,583,10111,22538,13025,21578,31269,6110,1120,9830,8253
Q90259,30,5,19,1,23,48,52,15,21,4,12,71,25
Q90268,0,1,17,1,4,20,101,5,34,0,0,41,1
Q90336,67,79,194,19,167,243,114,64,221,46,54,82,112
Q90415,433,344,1038,70,673,1089,2735,495,1141,377,159,1833,465
Q90419,494,96,407,50,311,740,1357,491,477,131,50,631,375
Q90481,157,58,99,14,111,141,289,154,196,15,43,180,87
Q90511,40,74,192,23,90,200,183,98,238,33,44,224,101
Q90593,391,344,255,67,282,1360,6056,828,2210,859,682,2181,798
Q90610,4,0,1,0,0,0,0,0,0,0,0,0,0
Q90611,10,3,44,3,7,4,8,10,10,1,3,4,12
Q90632,116,55,499,11,110,200,189,87,185,46,87,123,88
Q90669,251,93,370,25,166,436,790,139,458,68,44,1026,206
Q90687,11,2,29,6,7,28,25,41,40,3,0,6,3
Q90690,88,74,197,6,151,161,350,45,208,10,17,59,70
Q90744,1131,410,894,75,1008,2349,1845,1085,3791,632,192,985,747
Q90773,98,24,124,7,57,116,255,59,94,26,25,189,48
Q90805,0,0,0,0,0,0,1,0,0,0,0,0,0
Q90837,1446,1088,3582,168,2186,4312,10768,2093,5293,1037,410,6853,2098
Q90839,34,1,78,4,25,7,115,40,92,16,0,174,22
Q90844,0,0,0,0,0,0,0,0,0,0,0,6,0
Q90941,28,8,66,8,20,53,109,65,43,10,0,19,10
Q90953,15,10,16,8,8,62,45,0,13,3,12,1,15
Q90980,0,0,0,0,0,0,0,0,0,0,0,0,0
Q90W04,21,0,0,0,2,8,5,15,0,0,0,8,1
Q90W95,33,46,56,11,54,85,32,21,111,23,0,35,22
Q90WA0,41,119,130,27,181,132,127,64,150,15,112,349,81
Q90WJ3,2,0,0,0,0,2,1,0,0,0,0,0,0
Q90WM5,22,10,41,2,6,26,40,6,19,2,0,13,7
Q90WR8,41,21,83,5,42,79,43,38,66,15,16,15,45
Q90WU3,116,109,213,16,126,536,280,157,334,39,103,212,298
Q90WY6,0,0,0,0,0,0,0,0,0,0,0,0,0
Q90X38,2,5,33,1,3,27,34,23,27,5,0,11,2
Q90X67,11,5,17,3,6,19,154,7,18,4,0,525,11
Q90XD2,48,45,78,13,139,179,28,102,131,45,27,24,72
Q90Y54,7,1,1,0,0,3,0,0,2,0,0,0,0
Q90Y57,182,51,439,3,286,510,553,376,376,57,35,149,276
Q90YC9,4,0,0,0,0,3,20,0,4,0,0,3,0
Q90YI8,11,31,28,0,28,40,11,1,26,7,0,4,6
Q90YK3,95,6,76,0,15,56,164,51,0,5,0,0,4
Q90YS0,17919,6145,10315,1922,10537,12613,15727,25336,18815,11423,6622,13577,6699
Q90YT3,11264,2444,5828,1326,4675,8991,8333,13924,7258,6049,3338,7321,3785
Q90YU6,8809,2390,4218,926,5806,7576,6503,13622,6956,5051,3145,6705,2984
Q90YV7,5994,1380,3509,349,3278,6043,4447,6948,4211,3455,1238,2984,2167
Q90Z00,423,502,414,111,606,822,557,362,1544,404,129,936,416
Q90Z10,19221,8955,11711,3192,13803,16993,17680,26123,20809,12786,9072,20419,9146
Q90Z12,245,239,495,90,224,585,466,133,510,84,55,615,252
Q90ZD5,25,36,88,7,22,68,121,73,141,13,2,108,9
Q91029,19,11,12,4,10,156,153,22,22,5,0,61,7
Q91147,94,18,79,4,102,134,1132,77,142,163,0,322,52
Q91175,76,28,76,4,71,115,111,38,73,21,17,83,47
Q91285,33,11,15,3,12,149,244,8,34,8,0,55,29
Q91287,28,10,131,8,37,82,110,71,60,15,0,60,8
Q91293,54,32,120,12,35,142,103,69,77,29,0,38,18
Q91309,282,83,286,20,129,355,430,154,183,50,16,189,96
Q91312,0,0,4,0,3,3,28,0,3,0,0,32,0
Q91372,92,26,122,20,55,157,297,125,93,36,5,39,20
Q91398,195,113,294,37,205,402,484,145,365,74,76,332,174
Q91428,543,193,680,58,710,816,459,303,595,80,159,510,443
Q91437,224,130,278,32,219,527,377,308,431,123,103,332,207
Q91447,85,30,95,4,60,120,305,134,159,19,0,68,40
Q91584,66,19,79,8,52,104,114,68,91,38,33,34,58
Q91590,0,0,0,0,0,0,0,0,0,0,0,0,0
Q91610,32,10,4,4,25,158,69,162,42,0,0,59,46
Q91614,42,45,110,14,51,94,88,64,111,4,29,79,35
Q91618,22,43,88,2,49,111,50,35,73,15,0,43,48
Q91619,16,68,110,18,68,224,21,0,44,10,30,67,59
Q91628,0,2,0,0,2,1,0,0,1,0,0,1,0
Q91713,7,0,2,0,0,0,16,4,7,0,0,5,2
Q91717,3045,3779,7898,620,6702,13176,63,1777,2595,534,1764,510,2013
Q91738,361,265,546,49,418,767,1896,472,973,220,176,1185,349
Q91743,0,0,1,0,0,0,0,0,0,0,0,0,0
Q91754,0,6,22,4,14,31,24,4,19,2,0,2,6
Q91755,8,11,48,7,7,35,18,12,19,0,0,6,6
Q91770,288,125,329,25,223,631,259,156,249,107,81,174,216
Q91820,38,14,86,2,77,224,93,83,243,39,37,112,67
Q91821,1,1,15,1,5,12,19,3,3,0,21,0,2
Q91827,552,303,886,75,541,1042,2664,609,1707,387,218,3194,624
Q91829,0,0,1,0,0,0,0,6,0,0,0,0,0
Q91836,75,117,344,36,237,164,260,105,323,36,110,322,84
Q91909,9,0,0,0,1,4,3,14,0,0,0,0,2
Q91994,295,183,385,36,440,276,688,126,409,90,140,376,162
Q91DM0,8,6,3,0,3,21,13,0,9,0,0,3,0
Q91FR3,0,0,30,16,4,35,6,0,7,8,18,5,1
Q91V45,0,0,0,1,0,0,0,8,4,0,0,0,0
Q91V57,208,120,300,16,217,313,572,243,378,90,81,293,180
Q91V83,0,2,3,0,1,1,0,0,0,0,0,0,0
Q91VC9,459,190,626,54,509,409,870,487,900,186,97,649,236
Q91VN0,11,26,34,3,15,56,53,23,73,13,20,43,5
Q91VN6,57,18,71,6,28,91,208,53,95,10,0,68,39
Q91VP7,42,27,69,10,61,60,79,27,68,17,7,83,37
Q91VS7,394,151,358,36,719,628,2446,273,1333,212,299,2184,262
Q91VS8,154,47,293,19,124,343,389,291,187,48,20,104,48
Q91VW5,111,26,163,39,32,132,250,199,76,38,18,103,10
Q91VY9,46,17,47,0,4,58,273,28,60,11,0,53,24
Q91W34,25,81,92,36,154,178,182,53,234,24,96,285,142
Q91W36,150,81,249,18,148,327,542,158,314,73,61,486,120
Q91W39,79,19,61,4,19,81,110,65,95,17,0,60,28
Q91W43,264,173,561,23,320,517,1742,280,644,131,68,644,161
Q91W50,1670,1164,2850,265,2406,3142,5062,1839,3755,941,889,1772,1474
Q91W78,12,5,16,2,14,31,33,15,18,3,0,5,11
Q91W82,66,27,70,8,37,116,94,22,111,24,0,96,33
Q91W86,31,14,83,8,20,64,50,69,51,7,14,37,12
Q91W89,11,7,15,2,20,30,9,22,18,2,0,9,6
Q91W90,4,2,0,1,0,5,17,0,9,0,0,8,0
Q91W97,286,71,282,23,134,335,279,216,147,42,41,128,69
Q91WC1,37,20,50,2,16,62,45,15,84,4,0,34,20
Q91WC7,319,158,422,29,301,753,786,309,437,114,10,380,220
Q91WC9,240,89,436,23,268,413,591,153,287,150,82,195,152
Q91WD1,34,40,63,11,50,122,117,71,95,15,12,70,64
Q91WD2,206,190,207,53,154,383,311,87,356,23,7,135,115
Q91WD4,32,4,27,2,12,41,25,5,30,11,0,10,15
Q91WD7,6,10,20,4,10,52,16,18,38,15,19,16,28
Q91WI7,51,36,45,13,40,69,212,33,202,51,0,106,20
Q91WJ8,117,71,168,18,23,341,114,69,125,25,0,52,199
Q91WL6,151,72,193,8,94,211,304,87,236,34,39,144,43
Q91WM3,7,6,10,0,7,14,8,6,10,3,0,4,5
Q91WU0,0,0,0,0,0,1,0,17,5,0,0,1,0
Q91WU5,506,275,790,94,431,1157,873,462,1309,189,116,766,703
Q91X17,178,119,175,19,163,253,694,104,229,46,70,307,153
Q91X20,54,21,67,9,48,135,117,31,111,34,7,71,80
Q91X34,5,20,40,0,66,90,15,22,15,2,0,44,36
Q91X88,2,0,1,0,1,2,2,0,0,0,0,1,3
Q91X96,14,9,18,4,29,33,47,0,47,20,0,31,20
Q91XP5,5,10,22,8,24,53,0,20,5,0,0,1,2
Q91XQ0,0,0,0,2,0,2,6,0,0,0,0,1,0
Q91XU0,30,28,67,8,42,148,84,7,81,10,0,54,59
Q91XV4,75,53,30,8,46,143,105,109,128,24,34,41,62
Q91Y77,211,195,519,36,294,757,670,282,527,76,30,180,237
Q91YJ2,230,196,443,45,381,553,729,246,681,110,105,490,314
Q91YK0,77,75,193,15,348,344,439,82,361,33,14,231,251
Q91YN0,33,33,52,5,22,62,37,57,78,13,0,47,23
Q91YN5,308,129,514,35,244,531,496,526,583,145,82,598,170
Q91YQ1,0,0,0,0,0,0,0,2,0,0,0,0,0
Q91YR7,172,89,293,29,190,289,562,273,344,106,39,256,117
Q91YT0,440,252,799,58,601,840,1233,311,579,144,118,597,243
Q91YT2,0,0,0,0,0,0,0,0,0,0,6,0,0
Q91YU8,28,24,69,7,24,55,157,69,93,21,22,125,40
Q91YY4,23,1,16,0,12,47,39,8,25,14,17,28,20
Q91Z92,1,6,22,0,14,63,54,5,10,0,0,7,17
Q91Z96,101,20,79,19,53,82,297,92,118,25,22,82,32
Q91ZA3,235,72,311,18,208,339,490,357,688,125,31,316,171
Q91ZE0,55,23,43,6,45,89,45,14,66,15,18,27,19
Q91ZI0,13,2,30,19,3,18,64,44,13,20,0,48,2
Q91ZN5,18,0,33,2,9,35,133,34,45,9,0,56,3
Q91ZR4,481,277,764,82,355,757,1976,575,878,127,140,1007,320
Q91ZU0,150,61,208,12,155,265,397,111,212,63,58,173,126
Q91ZU6,4,3,7,17,9,2,1,5,6,3,0,6,0
Q91ZU9,1,0,4,1,0,1,0,0,0,0,0,0,0
Q91ZV2,0,0,2,0,3,2,6,7,2,1,0,4,0
Q91ZV7,27,12,65,0,10,64,34,72,48,17,0,19,28
Q91ZW7,0,0,0,0,1,0,0,0,0,0,0,0,2
Q91ZW8,0,0,0,0,0,0,0,0,0,0,0,0,0
Q91ZX1,0,1,0,0,0,0,0,0,1,0,0,2,0
Q91ZX7,63,33,219,5,263,289,184,105,126,23,7,18,20
Q91ZY2,13,36,80,12,45,57,4,1,49,2,0,8,58
Q91ZY6,16,0,5,2,3,10,3,5,6,9,0,5,3
Q92035,30,22,4,4,4,10,313,35,270,21,12,722,19
Q92038,4720,442,2746,129,2446,3463,939,1916,571,345,59,330,619
Q92050,0,0,0,0,0,0,0,1,0,0,0,9,0
Q92051,21,19,96,18,76,220,42,36,69,13,10,20,68
Q92058,206,139,275,38,268,815,536,183,279,176,27,350,268
Q92072,66,135,91,20,117,248,42,94,394,61,8,210,108
Q92076,0,0,2,0,2,3,1,0,5,0,0,0,2
Q92081,0,3,4,0,3,0,32,3,4,0,0,31,2
Q92095,42,23,75,10,55,39,96,2,38,39,117,6,13
Q920A6,155,30,182,23,144,288,63,147,166,60,18,40,76
Q920B9,337,180,346,34,307,567,866,287,655,153,137,664,316
Q920F3,60,27,90,5,30,86,79,27,71,23,16,47,20
Q920M9,59,16,92,3,49,128,117,112,72,25,11,30,54
Q920N2,0,0,8,0,1,8,3,9,7,0,0,2,0
Q920N5,107,51,135,12,79,194,617,121,220,27,18,305,62
Q920Q4,4,1,26,0,12,28,40,26,25,12,0,21,3
Q920Q8,4,9,16,4,7,54,39,27,26,0,0,7,9
Q920R0,42,24,115,21,58,120,73,58,94,7,11,21,12
Q92110,10,13,69,5,23,23,72,34,62,83,6,262,28
Q92113,250,69,243,9,177,245,305,336,507,43,12,87,86
Q92172,649,257,666,73,597,948,1029,620,696,235,90,569,301
Q92179,0,1,2,0,2,3,0,0,4,0,6,0,0
Q921C5,405,146,505,38,279,552,1001,504,770,191,33,350,184
Q921G8,75,47,134,15,124,261,237,76,200,28,83,130,114
Q921L7,40,35,158,3,58,155,131,42,102,31,0,60,26
Q921L8,130,43,249,9,83,220,422,127,141,27,65,33,45
Q921N6,150,117,258,34,223,359,683,89,346,72,128,312,187
Q921Q3,28,12,41,3,30,46,58,12,55,4,0,30,33
Q921X9,0,0,1,2,0,5,2,3,0,1,0,3,0
Q921Y2,15,15,15,2,11,32,75,6,47,9,0,27,1
Q922B6,153,148,345,37,234,427,1270,237,567,132,119,970,304
Q922C1,29,56,83,10,50,106,118,50,89,22,78,78,75
Q922H2,73,52,130,8,56,122,721,150,477,89,56,660,58
Q922J3,42,10,39,2,27,62,181,30,28,13,0,21,6
Q922J9,230,77,257,10,122,361,511,214,238,79,57,194,144
Q922Q1,45,7,67,6,17,22,280,7,26,0,12,13,12
Q922Q5,4,0,12,0,0,13,19,0,1,0,0,4,0
Q922Q6,25,4,50,1,10,65,41,23,25,5,0,8,4
Q922Z0,6,5,29,1,4,18,0,0,9,4,0,2,4
Q923D2,216,186,414,41,354,498,248,202,539,130,40,192,182
Q923D5,246,111,242,28,178,382,431,282,476,137,64,347,171
Q923E4,3,0,1,0,0,3,7,8,5,0,14,2,0
Q923G2,56,21,40,4,54,151,109,59,106,35,11,44,48
Q923I7,0,0,1,3,0,0,0,0,0,0,0,0,0
Q923I8,1336,1171,1719,250,1502,2447,2620,990,2427,422,490,1943,1802
Q923J1,7,7,70,3,19,76,154,60,22,7,0,18,0
Q923L3,187,71,224,22,177,313,706,236,321,89,25,404,94
Q923P0,15,18,69,14,42,65,0,4,23,0,9,0,38
Q923Q2,84,104,270,13,181,283,584,69,331,25,82,501,111
Q923S9,47,67,91,45,84,151,583,108,300,51,27,809,71
Q923X1,0,0,7,0,0,17,0,0,0,0,0,0,0
Q923X6,0,0,0,0,0,0,0,0,1,0,0,0,0
Q923Y0,12,3,4,2,6,9,30,11,16,0,6,26,3
Q923Y3,10,1,0,0,1,1,1,0,2,0,0,0,0
Q923Y5,3,6,6,0,3,12,24,3,5,0,0,50,4
Q923Y6,18,11,37,3,37,15,49,35,34,2,33,53,8
Q923Y7,4,0,1,0,1,3,0,0,0,0,0,0,3
Q923Y8,35,8,18,2,10,47,41,10,37,19,0,39,15
Q923Y9,13,7,18,1,6,22,37,5,8,5,0,38,4
Q92485,17,4,16,1,9,20,31,5,21,5,0,57,10
Q924A2,10,3,27,12,10,16,36,34,6,4,0,18,2
Q924H0,122,93,222,21,212,262,367,32,231,16,51,226,124
Q924H5,13,31,73,5,72,83,41,25,133,10,49,48,68
Q924H7,27,10,32,5,15,46,107,41,48,9,0,61,15
Q924L9,110,87,195,20,150,231,145,37,88,30,30,44,128
Q924M5,6,0,3,0,1,7,37,0,0,8,0,0,5
Q924N4,0,5,14,1,21,23,18,4,7,1,0,9,1
Q924S5,379,234,629,64,489,778,879,367,876,230,275,553,388
Q924T3,29,28,45,6,106,171,57,88,113,23,0,45,116
Q924V1,0,7,19,0,21,0,26,0,6,0,50,85,32
Q924W5,3,0,4,0,1,5,3,7,2,1,0,0,0
Q924X7,193,93,323,23,147,265,478,211,253,62,32,169,107
Q92503,0,0,2,0,0,1,6,0,0,1,0,0,0
Q92508,21,0,6,3,0,1,40,0,2,0,0,8,0
Q92519,454,230,568,58,425,820,2076,511,936,306,296,1813,497
Q92527,76,72,172,13,241,313,79,60,260,16,25,54,72
Q92535,59,52,66,6,132,167,140,49,135,19,7,81,94
Q92538,214,111,355,32,262,446,849,241,426,89,30,404,196
Q92540,18,3,12,1,8,11,22,6,7,2,0,5,6
Q92541,61,9,78,6,41,63,114,75,91,15,0,8,27
Q92542,103,50,317,4,101,307,704,135,260,61,68,154,78
Q92545,9,0,33,8,2,18,29,50,17,6,0,13,0
Q92547,80,38,160,8,53,149,292,95,177,30,16,86,33
Q92551,180,143,607,24,401,621,547,211,503,81,157,312,204
Q92556,233,198,552,46,333,730,689,460,666,161,27,382,244
Q92562,46,13,129,18,33,74,46,66,38,8,0,37,11
Q92563,2446,839,1662,96,2045,3605,2105,1060,2388,940,562,1296,764
Q92574,11,2,15,4,4,20,36,25,14,0,0,17,0
Q92575,61,14,76,8,10,36,112,47,86,11,0,43,9
Q92576,40,11,68,8,36,62,115,122,58,11,0,4,15
Q92598,2,3,6,0,2,7,13,4,3,4,0,4,0
Q925B3,47,36,97,12,125,144,114,18,68,7,17,44,122
Q925E0,0,0,2,0,0,9,0,0,0,0,0,0,0
Q925E1,270,190,473,44,571,747,550,350,537,143,235,302,235
Q925F4,29,23,72,8,69,108,85,46,93,4,22,62,34
Q925Q3,234,227,722,69,509,701,1265,280,700,115,188,516,400
Q925U4,136,307,333,21,198,360,150,139,664,35,18,206,79
Q92608,10,0,2,3,0,1,8,7,0,0,0,0,0
Q92609,137,102,224,20,185,279,448,181,257,29,30,168,125
Q92611,0,2,12,1,2,11,6,8,16,2,0,0,0
Q92614,468,246,982,64,546,1012,1858,388,480,139,83,331,208
Q92615,697,346,876,95,583,1081,1173,564,910,181,252,883,377
Q92621,95,143,174,36,276,317,553,106,395,76,83,368,178
Q92624,91,59,221,17,105,310,253,161,217,53,20,156,80
Q92625,37,66,100,21,73,142,189,65,191,21,15,228,46
Q92626,322,231,645,95,330,493,460,142,603,39,131,280,154
Q92636,125,107,342,26,189,358,304,72,195,23,8,121,122
Q92673,37,6,46,14,20,35,62,21,46,16,0,30,11
Q92685,225,107,365,25,259,490,395,132,309,69,54,205,245
Q92698,4,5,1,0,1,8,3,4,12,1,0,0,3
Q92733,141,69,170,23,105,200,327,136,262,81,55,103,133
Q92734,388,205,360,36,346,459,2336,588,974,330,95,1258,229
Q92752,629,253,858,41,690,494,3053,2787,2165,901,917,1465,736
Q92771,0,0,4,0,1,7,9,0,3,0,0,7,3
Q92784,10,6,14,2,7,51,20,20,19,3,0,13,24
Q92793,2,2,0,0,0,1,21,1,0,0,0,0,1
Q92797,99,26,125,16,45,116,224,79,98,16,51,72,53
Q92805,0,0,0,0,7,8,10,6,11,5,0,8,2
Q92820,0,0,0,1,0,3,1,1,0,0,0,0,1
Q92823,1,0,1,0,0,8,2,0,0,0,0,0,0
Q92824,34,33,35,10,70,103,591,106,332,93,0,326,58
Q92832,47,336,409,89,244,786,346,37,775,20,341,874,640
Q92834,317,150,299,76,222,347,846,415,500,145,243,590,206
Q92845,0,0,4,0,0,3,2,0,4,0,0,0,3
Q92859,200,184,470,47,1181,672,65,235,81,13,37,71,148
Q92878,3,1,14,1,0,6,7,10,10,4,0,1,0
Q92889,57,96,1502,19,344,1468,202,106,260,56,227,108,1061
Q92890,69,35,111,9,130,197,287,93,191,22,84,193,101
Q92896,11,2,61,12,20,41,66,65,38,7,0,16,6
Q92900,100,13,97,2,30,116,334,109,86,30,23,105,10
Q92903,223,53,371,6,76,483,403,276,140,82,45,101,71
Q92973,6,0,1,1,0,10,16,8,9,2,0,4,6
Q92GL1,7,10,33,0,14,39,3,8,33,21,6,23,6
Q92LU5,2,0,0,2,0,0,4,0,25,0,0,17,0
Q93008,56,24,114,20,33,129,99,92,97,18,0,78,18
Q93009,18,22,65,6,21,48,95,62,73,7,0,30,6
Q93034,210,83,274,19,141,389,469,199,332,93,86,208,160
Q93075,205,116,356,44,247,518,673,345,749,150,128,628,254
Q93100,74,18,287,21,95,191,98,107,137,6,0,73,45
Q93109,183,11,767,4,44,162,49,67,2,5,20,2,45
Q93126,0,4,0,0,0,2,0,0,0,0,0,0,0
Q93127,9,2,6,0,2,13,1,0,0,5,0,0,4
Q93353,89,59,62,14,84,220,212,28,191,9,0,181,82
Q93650,2,0,4,0,0,2,7,0,4,0,0,5,0
Q93XX5,7,0,1,0,4,8,14,0,8,1,0,3,5
Q93Y39,57,34,56,11,56,78,106,31,100,26,0,78,61
Q93YP9,0,0,0,0,0,0,55,0,9,0,0,1,0
Q93YS4,18,21,26,4,9,65,269,1,28,3,0,55,18
Q93YT1,0,0,0,3,0,0,0,0,0,0,0,0,0
Q93ZE5,9,5,9,2,8,27,22,1,20,2,4,8,18
Q942L2,1381,478,1432,76,866,1598,2762,1827,2468,1091,542,2413,861
Q944S2,0,37,174,0,136,181,41,31,134,7,69,54,9
Q946J8,43,15,56,3,30,116,46,66,85,38,0,29,20
Q94738,279,118,394,30,314,645,1314,459,718,223,90,628,350
Q947D2,85,69,221,28,109,310,336,109,312,37,44,173,109
Q94887,283,385,551,66,845,1131,44,123,129,13,106,84,124
Q949P2,127,155,482,48,310,233,306,57,399,59,161,285,174
Q94B65,51,12,44,0,14,95,136,45,45,11,0,92,12
Q94BP3,0,0,0,0,0,0,0,0,0,0,0,0,0
Q94BV5,195,33,185,6,130,193,462,218,205,59,48,189,102
Q94BZ1,4,0,18,4,0,8,19,15,12,1,0,12,0
Q94CF0,79,16,52,19,76,147,329,79,195,44,101,430,117
Q94FY8,28,3,26,0,15,31,36,11,25,8,0,14,5
Q94HW2,0,0,0,0,0,0,0,0,0,0,0,0,0
Q94K49,101,102,191,52,175,285,335,47,198,38,59,140,94
Q95000,11,2,10,1,15,22,16,0,35,1,0,29,8
Q95028,251,56,315,37,235,518,303,199,266,63,0,182,255
Q95029,3337,477,3742,82,1401,4646,12732,3075,4942,2987,203,3595,1161
Q95044,59,16,72,5,43,179,83,82,195,31,10,123,72
Q95107,1,0,0,0,0,8,0,3,6,8,0,0,0
Q95108,347,201,416,74,297,354,364,402,616,244,80,505,123
Q95114,318,42,480,21,259,363,792,250,197,148,72,169,207
Q95116,4,9,3,2,4,0,9,16,15,1,14,38,0
Q95209,33,5,30,0,19,46,60,37,56,4,13,33,64
Q95216,6,2,14,0,3,15,14,4,11,6,17,0,3
Q95218,652,160,780,39,340,912,317,293,285,40,48,237,126
Q95245,46,16,83,7,27,95,130,44,66,9,0,60,12
Q95254,0,0,0,2,3,0,8,0,2,0,0,42,0
Q95J53,34,61,96,12,176,127,698,89,225,19,10,431,106
Q95JD5,0,0,30,0,0,0,0,0,7,0,0,17,0
Q95JF4,85,12,106,6,41,99,367,72,79,25,5,90,27
Q95JH2,7,3,23,0,8,13,12,30,10,4,0,11,5
Q95JJ0,69,22,121,8,63,202,169,100,250,43,27,122,105
Q95JP0,25,13,72,10,9,10,239,120,70,17,0,55,0
Q95JR6,17,13,28,1,33,61,17,21,47,5,8,5,13
Q95JY5,503,230,593,47,733,1488,2819,656,1375,524,261,1430,748
Q95KD7,81,19,73,6,68,74,141,46,93,31,20,49,51
Q95KD9,56,32,50,17,73,77,53,26,54,6,16,12,20
Q95KM0,16,0,12,0,1,6,49,15,14,0,0,48,0
Q95KV7,160,109,178,37,335,351,680,168,541,89,119,552,146
Q95LD9,130,67,335,42,132,446,388,295,180,54,21,147,50
Q95LL8,106,103,247,23,88,118,463,69,341,53,113,332,75
Q95LN2,16,4,10,0,3,8,39,27,19,3,0,2,3
Q95LU3,90,54,184,7,66,201,1392,95,192,26,6,180,66
Q95LZ5,73,71,226,18,153,235,620,129,442,52,109,291,117
Q95M17,81,2,9,4,6,5,77,439,43,28,12,103,15
Q95N27,18,1,0,0,2,17,68,21,0,0,4,0,2
Q95NI4,127,76,189,32,173,303,182,135,117,30,10,61,122
Q95NR9,1727,1044,2205,357,2087,3475,8794,2033,4380,890,1058,6139,1698
Q95R48,134,91,306,21,250,381,47,66,163,13,41,68,143
Q95SS8,44,16,56,1,30,64,85,23,77,13,11,36,19
Q95SX7,1285,962,3602,378,1761,3306,4033,1367,2954,695,965,3407,1354
Q95VA8,1346,595,1533,91,1629,2624,3557,2140,2968,1172,748,1103,976
Q95VY2,16538,5645,12280,2381,8961,14812,15480,22351,14633,10718,4482,15802,3992
Q95WY5,979,807,2752,193,1465,2637,1416,704,1105,263,223,849,534
Q95X35,42,7,50,0,28,70,90,48,113,48,0,64,38
Q95YJ5,133,170,200,48,163,223,756,169,465,82,56,654,105
Q95YM9,96,95,314,11,173,151,75,2,70,0,27,11,27
Q962X9,215,111,227,30,214,466,874,183,411,135,116,414,266
Q963B6,69,382,758,93,523,790,1068,87,871,31,277,899,542
Q964E0,8133,2606,4263,437,5039,6801,24452,9361,12883,3025,1728,10848,2461
Q965T6,4,2,46,0,10,43,59,9,4,0,0,2,4
Q967R6,0,0,4,0,0,5,0,3,0,0,0,0,0
Q969F9,16,1,18,2,11,32,37,24,24,2,0,10,5
Q969H0,142,95,296,23,186,385,595,244,474,92,20,387,184
Q969N2,27,19,44,13,28,45,72,27,94,13,0,90,25
Q969Q5,541,313,886,123,574,1050,778,624,1179,368,188,764,515
Q969R2,85,55,151,10,37,57,135,60,207,50,109,167,10
Q969T3,289,90,304,34,297,483,465,252,313,135,62,250,253
Q969T9,158,62,196,18,91,231,735,153,251,54,28,299,100
Q969V3,102,84,126,14,117,221,273,116,207,93,38,200,87
Q969X5,20,1,19,1,7,22,4,20,13,1,13,7,9
Q969X6,0,1,1,0,2,12,9,0,10,0,0,0,0
